alternate_positions,avatar_url,common_name,first_name,id,last_name,league_name,nationality_image_url,nationality_label,overall_rating,player_abilities_images,player_abilities_labels,position_short_label,preferred_foot,shield_url,skill_moves,stat_acceleration,stat_aggression,stat_agility,stat_balance,stat_ballControl,stat_composure,stat_crossing,stat_curve,stat_def,stat_defensiveAwareness,stat_dri,stat_dribbling,stat_finishing,stat_freeKickAccuracy,stat_gkDiving,stat_gkHandling,stat_gkKicking,stat_gkPositioning,stat_gkReflexes,stat_headingAccuracy,stat_interceptions,stat_jumping,stat_longPassing,stat_longShots,stat_pac,stat_pas,stat_penalties,stat_phy,stat_positioning,stat_reactions,stat_sho,stat_shortPassing,stat_shotPower,stat_slidingTackle,stat_sprintSpeed,stat_stamina,stat_standingTackle,stat_strength,stat_vision,stat_volleys,team_image_url,team_label,weak_foot
LB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p257368.webp,,Lorenzo,257368,Pirola,Hellas Liga,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,75,https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,Jockey,CB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257368_en.webp,2,65,76,63,68,73,64,49,56,74,73,67,64,41,32,9,13,9,12,12,75,68,81,66,39,67,59,44,75,39,70,45,72,65,74,69,68,80,78,47,34,https://drop-assets.ea.com/images/2hyiQlv23Ipa7IOEtN7qAv/39a4514bd5a02d0d6db09d8eb2564c8f/l280.png,Olympiacos FC,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p269312.webp,,Tommaso,269312,Baldanzi,Serie A Enilive,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,75,,,CAM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269312_en.webp,3,77,53,83,89,78,69,68,75,41,42,78,78,69,64,12,9,10,12,7,48,33,53,68,74,76,73,58,48,74,70,71,75,77,48,76,65,41,36,78,70,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,AS Roma,3
CAM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p183569.webp,,Eric Maxim,183569,Choupo-Moting,MLS,https://drop-assets.ea.com/images/1X9lne9BeFIWKbnondoRf3/d4a22aaa4909432d273d31dac141f250/f_103.png,Cameroon,75,https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png|https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,Technical|Enforcer,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/183569_en.webp,3,45,57,72,65,77,75,67,74,38,31,77,79,75,44,9,9,9,16,6,80,40,79,62,64,60,68,65,70,77,73,73,73,78,20,72,55,36,81,71,74,https://drop-assets.ea.com/images/5f7uIjuRx6ua3nQqfm7qZr/8e8274e586ad7e6e0df6dd7e3f085e72/l689.png,Red Bulls,4
LM|LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p217007.webp,,Mame,217007,Thiam,Trendyol Süper Lig,https://drop-assets.ea.com/images/5YFW1KnsSwDBZwtoXH9mTj/690bf685246b53efaf24d6f2de696eb3/f_136.png,Senegal,75,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png|https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,Finesse Shot|Precision Header|Whipped Pass,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/217007_en.webp,3,72,64,74,64,75,71,65,64,27,26,73,73,77,53,11,9,7,15,14,77,16,79,56,68,74,66,73,72,77,69,74,69,76,22,76,66,20,77,72,68,https://drop-assets.ea.com/images/PWn9qDhcULfk23HjX2iml/81ded5b6a22d207286e1cbe621ee7725/l131174.png,Eyüpspor,3
RB|LB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p248698.webp,,Valeriy,248698,Bondar,Ukrayina Liha,https://drop-assets.ea.com/images/6qDmsmOUdD4va3zMohbKhb/0074f5347b6d5908bf7c36de17f1e512/f_49.png,Ukraine,75,,,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248698_en.webp,2,71,69,67,77,66,73,56,48,76,78,65,61,27,32,10,10,9,15,6,71,77,81,74,34,72,64,29,74,38,70,35,80,58,73,73,76,76,75,48,28,https://drop-assets.ea.com/images/2boV5vckSWy81CHbJ0bNdO/bc02139a7497860e5af88f7a13c32523/l101059.png,Shakhtar Donetsk,2
LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p253004.webp,Ansu Fati,Anssumane,253004,Fati,Ligue 1 McDonald's,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,75,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,Quick Step,LM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253004_en.webp,4,82,48,83,83,77,79,70,75,30,23,78,77,72,72,6,9,8,10,7,62,20,68,70,71,81,72,70,53,72,71,72,73,75,28,81,60,32,49,72,70,https://drop-assets.ea.com/images/6XicH1VsjyR3WbTdpk99p3/8b11b6c53072e6c9c042eb77f3c6a8f4/l69.png,AS Monaco,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p237715.webp,,Patrick,237715,Cutrone,Serie A Enilive,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,75,,,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237715_en.webp,3,72,62,63,72,79,74,62,72,29,36,76,78,76,46,10,7,7,10,5,74,14,81,56,69,73,64,73,69,76,74,74,72,74,18,73,70,20,71,62,74,https://drop-assets.ea.com/images/5yViIzJxGDnBEeuNhjjHJc/adbfeb6c414f290e1aa51813f26cd829/l50.png,Parma,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p242635.webp,,Igoh,242635,Ogbu,Česká Liga,https://drop-assets.ea.com/images/7pdYOUzcOpsSLsQJqx6jq9/ab9bec93f27d4c42a76f2617073a6cce/f_133.png,Nigeria,75,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,Bruiser,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242635_en.webp,2,72,79,68,66,63,61,42,40,73,71,60,54,40,30,9,7,9,7,12,76,72,91,68,34,76,55,33,82,42,71,39,63,45,71,79,71,75,88,56,34,https://drop-assets.ea.com/images/50ZlXnzmauE6zv0Hn5WifN/8d941df874a7753f22f33585999fa0ce/l266.png,Slavia Praha,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p230978.webp,,Taiwo,230978,Awoniyi,Premier League,https://drop-assets.ea.com/images/7pdYOUzcOpsSLsQJqx6jq9/ab9bec93f27d4c42a76f2617073a6cce/f_133.png,Nigeria,75,,,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230978_en.webp,3,65,77,55,62,70,63,57,55,32,25,69,72,76,44,10,7,9,8,10,75,33,85,56,66,71,60,70,77,76,75,75,69,82,23,75,54,27,88,53,68,https://drop-assets.ea.com/images/60CgBQCMt7Dtcjip9xUxg8/5fa49387c380bf4772138b215ef4fd85/l14.png,Nott'm Forest,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p273128.webp,,Rafiu,273128,Durosinmi,Česká Liga,https://drop-assets.ea.com/images/7pdYOUzcOpsSLsQJqx6jq9/ab9bec93f27d4c42a76f2617073a6cce/f_133.png,Nigeria,75,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png|https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png|https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,Finesse Shot|Aerial Fortress|Rapid,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273128_en.webp,3,74,66,66,69,74,70,54,56,27,19,72,72,73,60,7,12,11,5,6,80,29,91,55,68,76,61,66,76,78,72,72,66,73,17,78,65,20,84,66,68,https://drop-assets.ea.com/images/5LmNp7F4reMrhue3FZ3lD5/7222160e6e0c97516d2c783964ac3c8c/l110468.png,Viktoria Plzeň,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p275070.webp,Otávio,Otávio,275070,Ataíde da Silva,Ligue 1 McDonald's,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,Brazil,75,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png|https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png|https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,Power Shot|Long Ball Pass|Bruiser,CB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275070_en.webp,2,72,84,53,50,69,68,33,43,75,75,62,59,24,35,14,12,14,5,6,73,76,85,66,60,73,53,43,79,34,74,42,68,70,73,73,70,74,80,43,27,https://drop-assets.ea.com/images/3q4gMefpvBrGdVOPMxk1dD/d310abcaf71d2a45ee4362b169469a93/l111817.png,Paris FC,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p215292.webp,,Martín,215292,Cauteruccio,Libertadores,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,Uruguay,75,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png|https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,Power Shot|Precision Header,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215292_en.webp,3,62,67,66,68,73,75,55,71,38,19,70,69,81,70,11,12,7,6,10,81,43,84,60,70,64,63,80,71,76,69,77,70,78,39,65,63,39,76,59,71,https://drop-assets.ea.com/images/51te28lp7LQwtpaTzmrHj7/69b77f11674524f1bc51384e85cce298/l110968.png,Bolívar,3
LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p246431.webp,,Riccardo,246431,Sottil,Serie A Enilive,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,75,,,LM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246431_en.webp,4,90,50,75,74,79,68,69,60,34,32,77,79,66,45,12,13,6,5,14,42,30,58,62,64,88,69,69,49,75,72,66,74,68,39,87,53,35,45,72,56,https://drop-assets.ea.com/images/24tjxIlBXF6g0puyjqRqqx/04aa5e48c5938944bee35b1893c0d0fa/l347.png,Lecce,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p248385.webp,,Roberto,248385,Piccoli,Serie A Enilive,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,75,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,Precision Header|Enforcer,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248385_en.webp,2,66,71,56,54,72,68,43,42,34,23,67,66,78,45,14,13,13,10,11,76,25,85,50,68,73,55,69,79,77,76,75,66,78,34,79,77,38,82,55,71,https://drop-assets.ea.com/images/j2Zuc19dll43zq88V7CgZ/d2e748909a451985aed5a26b122a4d8f/l110374.png,Fiorentina,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p228518.webp,,Andreas,228518,Hanche-Olsen,Bundesliga,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,Norway,75,https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png|https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png|https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,Jockey|Slide Tackle|Bruiser,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228518_en.webp,2,68,87,67,66,60,76,58,42,75,74,63,62,35,29,10,13,15,6,12,76,75,86,61,32,70,57,38,79,48,74,38,68,51,71,72,68,76,81,45,31,https://drop-assets.ea.com/images/4QO9B5tBI7mcWhzDDO3b6N/f70a1fd45fb4a6dd80ceea61a3e91c4d/l169.png,1. FSV Mainz 05,3
LM|RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p231448.webp,,Reiss,231448,Nelson,Premier League,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,England,75,https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,Technical,RM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231448_en.webp,4,78,42,82,80,78,60,72,66,36,31,78,79,70,67,12,12,11,11,15,39,42,57,66,59,76,71,61,54,70,73,67,73,69,37,75,64,37,53,72,59,https://drop-assets.ea.com/images/3UCvZhjBB0odWNL0OPusuK/1de0f5b97a2e137201670df2cf09e1a5/l1925.png,Brentford,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p235658.webp,,Victor,235658,Nelsson,Serie A Enilive,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,Denmark,75,https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png|https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png|https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png|https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,Long Ball Pass|Block|Anticipate|Aerial Fortress,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235658_en.webp,2,60,80,61,67,68,74,46,52,75,73,66,63,36,38,10,6,12,7,14,65,76,82,67,41,61,60,53,77,47,72,43,69,60,78,62,68,79,79,59,37,https://drop-assets.ea.com/images/5sDHfKyYzQUx61yjdwHNAs/f27b36d6fa211871a9936b452406ccc6/l206.png,Hellas Verona,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p244950.webp,,Juan Gabriel,244950,Rodríguez,LPF,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,Argentina,75,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png|https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,Precision Header|Long Ball Pass|Block,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244950_en.webp,2,66,74,61,59,75,72,42,45,73,72,65,59,32,35,13,14,12,7,8,73,70,83,65,35,68,58,48,79,44,72,39,73,56,74,69,73,76,84,53,33,https://drop-assets.ea.com/images/1R2LqksefAtfdbvZTyQGWH/bc50746e52d4eafae765204e5a4e1dcd/l112670.png,Talleres,2
CAM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p260290.webp,,Marvin,260290,Pieringer,Bundesliga,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,75,https://drop-assets.ea.com/images/2sRRBHcIe0zrDwYaRI2xG3/d02b8c8855de853470897009e030eb5d/Acrobatic.png|https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,Acrobatic|Aerial Fortress,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260290_en.webp,3,63,69,69,60,75,75,49,63,36,38,70,67,75,44,10,10,12,6,8,81,30,88,43,67,65,59,67,79,77,77,73,68,77,23,66,77,27,83,67,73,https://drop-assets.ea.com/images/6dl6SeJkgA1H6G1sodfRJj/043b959d86a91b252159ff32eb46a14a/l111235.png,Heidenheim,3
CAM|LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p261195.webp,,Ernest,261195,Muçi,Trendyol Süper Lig,https://drop-assets.ea.com/images/3D0lVUum3iaZjDUJjUIkHb/c8dedc4db5937f9b1354d852d6893e92/f_1.png,Albania,75,https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,First Touch,LM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261195_en.webp,4,78,33,80,78,76,69,70,74,28,24,77,79,68,61,14,10,10,9,14,51,26,66,74,78,78,73,64,54,75,72,72,76,78,23,78,62,26,58,74,70,https://drop-assets.ea.com/images/3AF1UCNvLwZs5kapbWuCk9/e1cebee09f0953e5653311d5a29365ee/l436.png,Trabzonspor,4
CAM|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p270465.webp,,Badredine,270465,Bouanani,Bundesliga,https://drop-assets.ea.com/images/7DBnvM9EEo73oK7xEvbWvJ/47a0a190f5a0092fef1bc40e7e74b8f9/f_97.png,Algeria,75,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png|https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,Inventive|Technical,RW,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270465_en.webp,3,72,38,78,77,79,70,75,73,33,33,78,80,70,66,10,7,9,14,15,45,28,61,71,67,70,75,63,58,71,69,68,77,68,30,69,71,34,59,77,58,https://drop-assets.ea.com/images/5kfh9LrPvDQKbQNF6k7CSF/9a70e7082aaba3b46ea8bd1e699f62de/l36.png,VfB Stuttgart,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p211999.webp,,Rani,211999,Khedira,Bundesliga,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,75,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png|https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,Aerial Fortress|Bruiser,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211999_en.webp,2,53,86,54,55,68,69,42,38,79,83,62,58,34,41,9,13,11,12,8,75,78,79,63,51,57,57,46,83,43,75,43,68,58,74,60,80,78,83,59,29,https://drop-assets.ea.com/images/32dPG6jDXuIAOhWKeTYmeG/8d2df657c666abfbf84baaa732140a2a/l1831.png,Union Berlin,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p252327.webp,Manu Sánchez,Manuel,252327,Sánchez de la Peña,LALIGA EA SPORTS,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,75,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,Block,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252327_en.webp,3,71,68,68,73,73,62,69,52,73,69,70,70,42,34,6,6,10,12,6,66,75,66,54,41,70,64,38,60,62,70,44,74,50,75,69,74,78,50,57,36,https://drop-assets.ea.com/images/2oEcMGN20bO9T7WnqcPZFI/746be807481bcc10a1912919922ac2e5/l1853.png,Levante UD,3
RW|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p255000.webp,,Terem,255000,Moffi,Ligue 1 McDonald's,https://drop-assets.ea.com/images/7pdYOUzcOpsSLsQJqx6jq9/ab9bec93f27d4c42a76f2617073a6cce/f_133.png,Nigeria,75,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png|https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png|https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,Finesse Shot|Quick Step|Enforcer,ST,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255000_en.webp,2,80,57,58,55,74,69,50,59,26,19,71,75,75,55,13,11,11,11,12,74,16,90,42,76,82,54,65,73,71,67,75,65,80,20,84,58,24,85,47,66,https://drop-assets.ea.com/images/zByYanPvcCULBfC8OITvN/a262863aa77bfb1551a403f5f9b49f28/l72.png,OGC Nice,3
RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p268763.webp,,Ernest,268763,Nuamah,Ligue 1 McDonald's,https://drop-assets.ea.com/images/64fYElRtof03DcI6oxno1D/1a2b0686d9693e59b832c3d06a737109/f_117.png,Ghana,75,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png|https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png|https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,Gamechanger|Rapid|Quick Step,RM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268763_en.webp,4,85,41,78,80,78,72,71,75,24,29,78,80,71,58,11,8,11,9,13,37,17,64,61,71,82,69,49,58,71,72,70,72,77,23,79,62,21,62,68,58,https://drop-assets.ea.com/images/s2BAEtejMk8pyJDqN3uyR/9938fd597d35ed59158d5b441aa07455/l66.png,OL,3
RW|LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p270579.webp,,Wilson,270579,Odobert,Premier League,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,France,75,https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,Technical,LW,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270579_en.webp,3,87,38,82,74,77,72,71,69,30,29,78,79,67,57,5,10,12,11,7,44,23,56,61,72,86,68,68,49,73,71,70,69,74,28,85,67,30,43,72,66,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,Spurs,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p223933.webp,,Gustaf,223933,Nilsson,1A Pro League,https://drop-assets.ea.com/images/4ts7Tmr55hzylhHNBA5xsw/073e32f2c968ae9d531bb1d013a350a0/f_46.png,Sweden,75,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,Precision Header|Enforcer,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223933_en.webp,2,64,75,33,43,73,75,54,54,32,27,64,65,76,45,6,7,8,16,14,80,22,87,55,67,71,58,83,80,78,73,75,64,80,22,76,75,32,84,60,69,https://drop-assets.ea.com/images/7nHwlhyC2uPcLbb3LoBS82/08409177bc75126cfd7a9005fe3faa00/l231.png,Club Brugge,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p246826.webp,,Tsuyoshi,246826,Watanabe,Eredivisie,https://drop-assets.ea.com/images/1aoxCwnRS4A6LGlyhrUllt/b5b0cd61a299b9996821c16cc324cc3b/f_163.png,Japan,75,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png|https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png|https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png|https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,Precision Header|Long Ball Pass|Jockey|Block|Aerial Fortress,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246826_en.webp,2,76,68,64,41,66,65,25,45,76,77,59,53,33,37,10,14,7,15,12,74,75,88,68,46,76,52,40,78,31,72,39,66,52,75,76,74,76,82,47,22,https://drop-assets.ea.com/images/5mtNVEZ6hTFTu6JoWjYMC3/4b88929cbb2bfbf7dc1ab2e5ce2ce52e/l246.png,Feyenoord,3
LB|LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p266797.webp,,Gastón,266797,Álvarez,ROSHN Saudi League,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,Uruguay,75,https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png|https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,Jockey|Bruiser,CB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266797_en.webp,2,70,84,59,59,68,61,72,50,76,79,65,65,21,32,10,11,12,8,12,70,77,79,55,19,76,59,40,77,28,72,27,68,42,73,80,66,74,79,40,29,https://drop-assets.ea.com/images/OQhve5ubflu5c5OXWRlUV/4874b82f2bab16f04e6702812ac521a6/l112391.png,Al Qadsiah,4
